seqnames start end CI.start CI.end genoT deltaW filenames
chr8 102495198 102508258 102480925 102514285 wc-ww 96 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.13
chr9 39528483 39569277 39147188 40869782 cc-wc 95 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.14
chr9 42534689 42730309 42399170 42788545 wc-cc 69 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.15
chr9 44722786 60526003 44201327 61144516 cc-wc 54 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.16
chr9 66805238 66943002 66736975 67090146 wc-cc 95 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.17
chr10 46280248 46462501 46255495 46527775 cc-wc 8 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.18
chr10 46726498 47031958 47905 47058620 wc-cc 6 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.19
chr11 49535463 50071507 49378142 50368450 ww-cc 52 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.20
chr11 50342750 51973387 50216038 54218421 cc-ww 51 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.21
chr12 62874198 62875727 62765866 63009191 ww-cc 174 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.22
chr12 63861016 63869175 63717421 63983256 cc-ww 174 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.23
chr13 40048509 40052831 39935186 40181760 ww-cc 175 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.24
chr14 74326933 74341157 74238423 74525188 cc-ww 173 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.25
chr14 101128555 101133125 100997573 101309183 ww-cc 174 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.26
chr15 53195010 53204605 53176906 53339652 cc-wc 174 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.27
chr16 21502085 21503280 21271556 21519130 cc-ww 159 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.28
chr16 22675522 22679900 22641041 22694295 ww-cc 158 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.29
chr16 34281808 34571521 34175371 34585134 cc-ww 124 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.30
chr16 46401565 46404497 46400067 46522224 ww-cc 174 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.31
chr17 26640788 26760748 26620039 26958160 ww-wc 70 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.32
chr17 27375497 27378954 26879060 27415718 wc-ww 70 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.33
chr19 1119937 1125066 977971 1251055 cc-wc 42 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.34
chr19 1498361 1529907 1475392 1591003 wc-cc 60 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.35
chr20 27668781 28494819 26262075 28647003 ww-cc 100 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.36
chr20 29122505 29205733 29062266 29283877 cc-wc 65 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.37
chr20 30410528 30456580 30373256 30483343 wc-ww 70 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.38
chr21 10439581 10448048 10426242 10459949 ww-cc 119 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.39
chr21 10814015 12967972 10784240 13127654 cc-ww 163 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.40
chr22 15934169 15935777 15920380 16045698 wc-cc 124 blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam.RData.41
chr8 62372810 63301086 55371629 90508928 wc-ww 50 blm-recq5-1-single-f14-r7-c5_S488_.trimmed.mdup.bam.RData.1
chr11 86597773 86626427 49082192 91459671 cc-wc 48 blm-recq5-1-single-f14-r7-c5_S488_.trimmed.mdup.bam.RData.2
chr1 146185532 146373079 145943660 146814253 ww-cc 155 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.1
chr1 148813842 148877466 148156331 149803082 cc-ww 173 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.2
chr2 8301528 8303308 8270517 8312679 cc-wc 96 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.3
chr2 18061138 18064334 18053490 18087642 wc-cc 85 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.4
chr2 19602940 19604384 19556578 19615052 cc-wc 95 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.5
chr2 20792818 20812061 20785744 20855631 wc-cc 100 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.6
chr2 23442866 23458103 23387547 23460697 cc-wc 96 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.7
chr2 29437859 29441670 29418463 29458106 wc-cc 90 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.8
chr2 31094094 31554105 30992336 31691284 cc-ww 164 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.9
chr2 59462663 59477224 58897436 59659212 ww-cc 170 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.10
chr3 90711713 90816678 90676452 91303168 cc-wc 56 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.11
chr3 94047999 94082711 93470461 94141989 wc-cc 56 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.12
chr4 105840636 105923981 105688530 106013689 ww-cc 172 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.13
chr7 105701066 105706881 105448544 105793302 cc-ww 173 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.14
chr8 4372314 4376692 4344413 4395317 wc-ww 78 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.15
chr8 143525023 143529656 143514769 143545790 ww-wc 88 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.16
chr9 38958313 38986153 38835940 39030135 ww-wc 88 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.17
chr9 65232825 65452682 63785544 65480835 wc-ww 96 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.18
chr9 109958223 110039928 109821754 110202090 ww-cc 173 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.19
chr10 45467587 46443628 45434375 46549249 cc-wc 17 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.20
chr10 46812190 47063707 46530189 47091937 wc-cc 17 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.21
chr11 49709161 49715804 49676092 50364800 cc-wc 52 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.22
chr11 50343419 50550295 50261509 50584082 wc-cc 51 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.23
chr12 62868994 62877895 62762455 63029628 cc-ww 174 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.24
chr12 63862157 63867025 63811899 63985924 ww-cc 174 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.25
chr13 48576784 48582793 48441759 48697126 cc-ww 174 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.26
chr14 20203937 20213844 19842161 20232398 wc-cc 57 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.27
chr15 22844684 22846723 20306725 22858448 wc-ww 77 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.28
chr15 72613042 72672226 72607691 72691874 ww-wc 91 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.29
chr15 74045476 74057642 74031502 74112126 wc-ww 89 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.30
chr16 21362537 21479162 21228839 21529206 ww-cc 162 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.31
chr16 22686643 22694863 22676319 22863330 cc-ww 149 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.32
chr16 34272038 34571520 34062782 34583144 ww-cc 138 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.33
chr16 46401495 46409658 46399091 46443127 cc-ww 172 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.34
chr17 26620081 26881352 26604027 26885682 cc-ww 43 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.35
chr17 26885889 27503547 26885287 27642593 ww-cc 45 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.36
chr18 4267438 4623362 4167714 5516219 ww-cc 172 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.37
chr18 7718492 8088851 7563446 8685498 cc-ww 173 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.38
chr18 43786995 44060617 41968075 44234029 ww-cc 168 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.39
chr20 26299702 28562982 26255255 28785013 cc-wc 56 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.40
chr20 30527528 30540405 29883680 30573690 wc-cc 50 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.41
chr21 38432194 38438394 38312416 38567474 ww-cc 174 blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam.RData.42
chr1 145953427 146328101 145712610 147034530 ww-cc 128 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.1
chr1 148515315 149372166 147885304 150036375 cc-ww 161 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.2
chr2 89167845 89539283 89087500 89676162 ww-wc 44 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.3
chr2 91560106 91687829 91463302 91854863 wc-ww 27 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.4
chr3 89997330 90783189 89955799 91292662 cc-wc 56 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.5
chr3 93768693 94509735 93470659 94537392 wc-cc 56 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.6
chr5 46178818 46265713 46139752 49660953 cc-wc 29 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.7
chr5 50036423 50221968 49661196 50276348 wc-cc 28 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.8
chr7 57246446 57651609 57209049 57855417 ww-wc 50 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.9
chr7 62402494 62678251 62208595 62736536 wc-ww 45 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.10
chr7 64485092 64647894 64429299 65598107 ww-wc 26 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.11
chr7 65564326 66078523 65245653 66125820 wc-ww 34 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.12
chr8 47029983 47038926 46974478 47117949 wc-ww 33 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.13
chr8 47100646 47107315 239713 47161853 ww-wc 27 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.14
chr9 130801055 130815440 130584942 131051814 ww-cc 172 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.15
chr11 90539104 90542569 90481622 90553481 ww-wc 84 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.16
chr12 62465238 62875727 62112058 63053331 ww-cc 129 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.17
chr12 63851605 64227046 63587162 64380111 cc-ww 127 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.18
chr13 19277297 19310033 16263470 19380757 wc-cc 88 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.19
chr15 22401418 22620080 20676301 22755137 wc-ww 71 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.20
chr15 72633975 72671523 72621336 72716761 ww-wc 88 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.21
chr15 74050256 74053332 74023513 74115516 wc-ww 83 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.22
chr16 34258047 34571514 34064739 34586184 ww-cc 148 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.23
chr16 46401548 46423316 46394894 46648451 cc-ww 164 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.24
chr17 47079114 47103841 46768224 47363833 cc-ww 175 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.25
chr18 15473515 20587957 15344735 20921486 ww-wc 6 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.26
chr18 21054027 21370689 44727 21398997 wc-ww 6 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.27
chr20 28534646 28576244 28075759 28640192 ww-wc 78 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.28
chr20 30503213 30521487 29893309 30559170 wc-ww 76 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.29
chr21 12996700 13105504 10796577 13225129 wc-ww 102 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.30
chr22 23278951 23293929 23025113 23542472 cc-ww 169 blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam.RData.31
chr1 121592580 121769058 121453520 122642842 cc-wc 67 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.1
chr1 146028114 146457922 145726774 146680017 wc-ww 78 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.2
chr1 150026168 150065277 147067083 150177181 ww-cc 122 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.3
chr2 168730512 168754969 168592313 169014603 cc-ww 167 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.4
chr4 48026829 48037430 47956461 48251130 cc-ww 157 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.5
chr5 102766181 102852715 102308782 103044167 cc-ww 169 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.6
chr5 141357761 141382937 141045852 141647436 ww-cc 166 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.7
chr5 176174736 176203627 175637761 176506142 cc-ww 171 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.8
chr7 70223005 70240422 70165525 70261164 ww-cc 155 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.9
chr8 91496756 91498725 91323342 91530959 wc-cc 82 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.10
chr8 138591236 138592729 138522212 138639515 cc-wc 83 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.11
chr9 130791825 130815528 130517439 130844250 ww-cc 166 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.12
chr12 62813289 62915484 62411926 63226547 ww-cc 75 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.13
chr12 63835108 63896479 63341340 64172798 cc-ww 75 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.14
chr12 116369511 116380654 116266501 116575930 ww-cc 166 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.15
chr15 60791478 60811341 60721325 60966316 cc-wc 92 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.16
chr15 72592248 72615720 72570851 72703594 wc-cc 88 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.17
chr15 74120947 74124709 74012638 74164681 cc-wc 78 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.18
chr15 89349394 89351399 89308807 89415914 wc-cc 93 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.19
chr16 34251577 34572002 33681854 34587342 ww-cc 154 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.20
chr16 46400868 46404549 46394709 46746749 cc-ww 165 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.21
chr19 56685521 56698030 56654634 58466836 ww-wc 67 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.22
chr20 26333295 26558449 26302176 28747169 ww-wc 71 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.23
chr20 30932888 30947564 29882952 30998541 wc-ww 69 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.24
chr21 32811602 32851654 32525658 33042266 ww-cc 168 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.25
chr22 23291872 23295168 23060360 23637121 cc-ww 168 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.26
chrX 39971655 39992758 39854284 40241180 ww-cc 170 blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam.RData.27
chr1 206620902 206621930 206592222 206886031 ww-cc 149 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.1
chr2 98623431 98624208 98591625 98669946 cc-wc 88 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.2
chr2 99699106 99721771 99681293 99767872 wc-cc 88 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.3
chr4 59649967 59657868 59334385 59928848 cc-ww 171 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.4
chr5 154073556 154083850 153881484 154175538 ww-cc 170 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.5
chr6 157780427 157789376 157524477 157866208 ww-cc 147 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.6
chr7 50678962 50689596 50429804 50862267 cc-ww 172 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.7
chr7 88341552 88353008 88055517 88696404 ww-cc 168 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.8
chr8 21532877 21538034 21513566 21576928 wc-cc 66 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.9
chr8 144023991 144035802 144007647 144065459 cc-wc 78 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.10
chr9 130804516 130814154 130748928 131010786 cc-wc 101 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.11
chr12 62473652 62769289 62450683 63355661 cc-wc 121 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.12
chr12 64192902 64271958 63355586 64319619 wc-cc 121 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.13
chr12 113406858 113414032 113384989 113429021 cc-ww 135 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.14
chr13 19985978 20000643 19952765 20026302 cc-wc 98 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.15
chr13 20924930 20934792 20883764 20990772 wc-cc 96 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.16
chr13 47750479 47757624 47666855 47777616 cc-wc 86 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.17
chr13 50023109 50044303 49986960 50082476 wc-cc 86 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.18
chr16 46401680 46486786 46400075 46583422 wc-cc 165 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.19
chr18 9425237 9427391 9406504 9502285 ww-wc 91 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.20
chr18 10122534 10143594 10075114 10217893 wc-ww 90 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.21
chr18 56203642 56209040 56176811 56239497 ww-wc 86 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.22
chr18 57376781 57383438 57313079 57422892 wc-ww 90 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.23
chr22 23285563 23291963 23237882 23532964 ww-wc 132 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.24
chrX 39842731 39865491 39605374 40032221 ww-cc 166 blm-recq5-1-single-f15-r1-c4_S494_.trimmed.mdup.bam.RData.25
chr1 145828300 145904804 145537993 147397346 ww-cc 131 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.1
chr1 148528099 149384782 148110219 150046350 cc-ww 153 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.2
chr2 206837415 206903260 206434499 207110546 cc-ww 170 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.3
chr3 90299469 90685946 90262846 91257126 cc-wc 43 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.4
chr3 93470801 94585980 92426763 94608231 wc-cc 43 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.5
chr5 29095678 30043150 27009331 31643269 cc-ww 174 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.6
chr6 53613070 54152117 53553953 56079703 cc-wc 5 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.7
chr6 56106040 56259302 53624883 56311775 wc-cc 8 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.8
chr7 57518124 57580128 57478669 57878119 cc-wc 42 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.9
chr7 62405083 62804072 62218398 62839072 wc-cc 42 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.10
chr7 64749726 65161191 64629871 65509489 cc-wc 26 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.11
chr7 66110830 66383968 65160490 66416049 wc-cc 27 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.12
chr8 2280160 2350507 2131285 2372105 wc-cc 86 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.13
chr8 6237058 6256614 6224405 6292790 cc-wc 81 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.14
chr8 31139954 31145875 31096371 31242194 wc-cc 85 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.15
chr8 32962666 32980501 32906614 33059129 cc-wc 87 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.16
chr8 34044982 34051204 34027062 34118826 wc-cc 91 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.17
chr8 37207238 37221225 36993599 37264958 cc-ww 97 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.18
chr12 62329239 62891756 62076497 63142523 ww-cc 108 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.19
chr12 63863079 64484703 63766121 64681468 cc-ww 108 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.20
chr15 72581927 72591536 72537814 72706294 wc-ww 93 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.21
chr15 74063144 74133863 74038732 74152856 ww-wc 87 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.22
chr15 86005621 86079164 85981692 86113637 wc-ww 92 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.23
chr15 88258117 88271202 88235575 88306227 ww-wc 97 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.24
chr15 89245496 89277370 89232856 89294275 wc-ww 97 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.25
chr16 21197275 21510667 20810589 21568341 cc-ww 89 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.26
chr16 22694624 23159227 22633281 23392610 ww-cc 89 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.27
chr19 3635393 3679312 3629434 3790716 wc-cc 84 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.28
chr20 26155554 26253731 26083451 29214230 ww-wc 66 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.29
chr20 30502612 30647792 30286148 30725347 wc-ww 65 blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam.RData.30
chr1 121529272 122043079 121479620 122580188 ww-wc 82 blm-recq5-1-single-f15-r1-c6_S496_.trimmed.mdup.bam.RData.1
chr1 146026084 146350022 145799865 146530658 wc-cc 133 blm-recq5-1-single-f15-r1-c6_S496_.trimmed.mdup.bam.RData.2
chr1 148502883 148980988 148260110 149205341 cc-ww 168 blm-recq5-1-single-f15-r1-c6_S496_.trimmed.mdup.bam.RData.3
chr2 66530977 66541783 66458609 66594788 wc-ww 84 blm-recq5-1-single-f15-r1-c6_S496_.trimmed.mdup.bam.RData.4
chr2 141980003 141993349 141681933 142114183 ww-cc 172 blm-recq5-1-single-f15-r1-c6_S496_.trimmed.mdup.bam.RData.5
chr2 151092319 151126350 150881014 151236911 cc-ww 171 blm-recq5-1-single-f15-r1-c6_S496_.trimmed.mdup.bam.RData.6
chr3 89822086 90065450 89754924 93718198 cc-wc 48 blm-recq5-1-single-f15-r1-c6_S496_.trimmed.mdup.bam.RData.7
chr3 93866089 94103008 91524977 94145140 wc-cc 47 blm-recq5-1-single-f15-r1-c6_S496_.trimmed.mdup.bam.RData.8
chr4 48743954 48801929 48674460 49655469 cc-wc 26 blm-recq5-1-single-f15-r1-c6_S496_.trimmed.mdup.bam.RData.9
chr4 49656382 52527732 49260013 52583704 wc-cc 26 blm-recq5-1-single-f15-r1-c6_S496_.trimmed.mdup.bam.RData.10
chr7 56583065 56649407 56539873 61743758 cc-wc 54 blm-recq5-1-single-f15-r1-c6_S496_.trimmed.mdup.bam.RData.11
chr7 62266365 62398294 61968590 62447814 wc-cc 47 blm-recq5-1-single-f15-r1-c6_S496_.trimmed.mdup.bam.RData.12
chr7 65104997 65180593 65044941 65241684 cc-wc 28 blm-recq5-1-single-f15-r1-c6_S496_.trimmed.mdup.bam.RData.13
